,district,type,metro_num,S,mon_price,聚类类别
3672,闵行,合租,942.0,10.9,2360,交通一般普通
3673,闵行,合租,848.0,7.4,1990,交通一般普通
3674,闵行,合租,604.0,9.3,1960,交通一般普通
3675,闵行,合租,309.0,9.82,2190,交通便利普通
3676,闵行,合租,2144.0,9.3,1900,交通不便普通
3677,闵行,合租,1400.0,15.1,2390,交通不便普通
3678,闵行,合租,716.0,0.0,2430,交通一般普通
3679,闵行,合租,962.0,12.51,2430,交通一般普通
3680,闵行,合租,648.0,19.7,2630,交通便利普通
3681,闵行,合租,1218.0,13.0,2660,交通一般普通
3683,闵行,合租,326.0,9.2,2090,交通便利普通
3684,闵行,合租,969.0,10.0,2370,交通一般普通
3685,闵行,合租,776.0,12.0,2260,交通一般普通
3686,闵行,合租,309.0,11.8,2290,交通便利普通
3687,闵行,合租,853.0,8.9,2360,交通一般普通
3688,闵行,合租,537.0,9.6,2160,交通便利普通
3689,闵行,合租,741.0,8.5,1890,交通一般普通
3690,闵行,合租,1650.0,13.72,1730,交通不便普通
3691,闵行,合租,896.0,7.44,1890,交通一般普通
3692,闵行,合租,916.0,14.8,3190,交通一般普通
3693,闵行,合租,1199.0,0.0,1560,交通一般普通
3694,闵行,合租,403.0,11.1,1560,交通便利普通
3695,闵行,合租,140.0,14.84,3290,交通便利普通
3696,闵行,合租,1940.0,12.2,2290,交通不便普通
3697,闵行,合租,892.0,17.1,2460,交通一般普通
3698,闵行,合租,1039.0,12.2,1630,交通一般普通
3699,闵行,合租,659.0,8.4,2760,交通便利普通
3700,闵行,合租,1457.0,13.0,1690,交通不便普通
3701,闵行,合租,152.0,10.06,2190,交通便利普通
3702,闵行,合租,1676.0,14.5,2490,交通不便普通
3703,闵行,合租,648.0,10.5,2130,交通一般普通
3704,闵行,合租,892.0,11.5,1960,交通一般普通
3705,闵行,合租,1323.0,14.3,1690,交通不便普通
3706,闵行,合租,360.0,12.0,3030,交通便利普通
3709,闵行,合租,490.0,23.2,3290,交通便利普通
3710,闵行,合租,1287.0,14.5,1490,交通一般普通
3711,闵行,合租,1078.0,11.9,1490,交通一般普通
3712,闵行,合租,669.0,17.0,2960,交通便利普通
3713,闵行,合租,1847.0,13.85,1490,交通不便普通
3715,闵行,合租,1972.0,10.0,1690,交通不便普通
3717,闵行,合租,1201.0,7.8,1690,交通一般普通
3718,闵行,合租,733.0,9.26,1960,交通一般普通
3720,闵行,合租,900.0,8.6,1360,交通一般普通
3721,闵行,合租,1323.0,10.3,1490,交通不便普通
3723,闵行,合租,901.0,16.1,2960,交通一般普通
3724,闵行,合租,569.0,8.3,2060,交通便利普通
3725,闵行,合租,537.0,10.5,2290,交通便利普通
3726,闵行,合租,906.0,7.3,1890,交通一般普通
3727,闵行,合租,1218.0,12.72,2430,交通一般普通
3728,闵行,合租,490.0,11.05,2190,交通便利普通
3729,闵行,合租,841.0,8.6,1290,交通一般普通
3730,闵行,合租,1702.0,14.0,1590,交通不便普通
3732,闵行,合租,709.0,8.98,2830,交通一般普通
3733,闵行,合租,1400.0,12.8,2560,交通不便普通
3734,闵行,合租,695.0,6.1,1760,交通一般普通
3735,闵行,合租,540.0,16.8,3130,交通便利普通
3736,闵行,合租,237.0,10.4,1790,交通便利普通
3737,闵行,合租,703.0,8.2,1990,交通一般普通
3738,闵行,合租,1378.0,14.5,1730,交通不便普通
3739,闵行,合租,643.0,12.1,1230,交通一般普通
3740,闵行,合租,1438.0,16.6,2790,交通不便普通
3741,闵行,合租,1022.0,8.3,1590,交通一般普通
3742,闵行,合租,1060.0,9.8,2290,交通一般普通
3743,闵行,合租,1405.0,13.8,1490,交通不便普通
3748,闵行,合租,648.0,15.3,3090,交通便利普通
3749,闵行,合租,1199.0,7.2,1530,交通一般普通
3751,闵行,合租,1559.0,13.5,1590,交通不便普通
3754,闵行,合租,729.0,25.0,2890,交通一般普通
3755,闵行,合租,729.0,7.8,1730,交通一般普通
3756,闵行,合租,742.0,7.4,1790,交通一般普通
3757,闵行,合租,1379.0,9.29,1930,交通不便普通
3758,闵行,合租,1604.0,14.4,1690,交通不便普通
3759,闵行,合租,1706.0,12.1,1790,交通不便普通
3760,闵行,合租,726.0,14.3,2990,交通便利普通
3761,闵行,合租,1405.0,11.8,1530,交通不便普通
3762,闵行,合租,787.0,9.7,2160,交通一般普通
3763,闵行,合租,1906.0,16.8,2490,交通不便普通
3764,闵行,合租,321.0,10.6,2390,交通便利普通
3765,闵行,合租,1906.0,16.44,2490,交通不便普通
3766,闵行,合租,723.0,9.9,2130,交通一般普通
3767,闵行,合租,1845.0,8.2,1430,交通不便普通
3771,闵行,合租,643.0,10.5,1460,交通一般普通
3773,闵行,合租,726.0,0.0,2090,交通一般普通
3774,闵行,合租,1972.0,9.8,1790,交通不便普通
3775,闵行,合租,508.0,8.8,2130,交通便利普通
3776,闵行,合租,1676.0,14.6,2390,交通不便普通
3777,闵行,合租,1454.0,14.4,1790,交通不便普通
3778,闵行,合租,1940.0,14.3,2190,交通不便普通
3779,闵行,合租,428.0,11.0,2330,交通便利普通
3781,闵行,合租,1605.0,13.0,1660,交通不便普通
3782,闵行,合租,747.0,8.85,2330,交通一般普通
3783,闵行,合租,643.0,17.4,1460,交通一般普通
3784,闵行,合租,1778.0,11.2,1490,交通不便普通
3785,闵行,合租,490.0,11.05,2290,交通便利普通
3786,闵行,合租,1559.0,13.44,1490,交通不便普通
3787,闵行,合租,1116.0,9.2,1790,交通一般普通
3788,闵行,合租,1313.0,0.0,1690,交通一般普通
3789,闵行,合租,1383.0,13.3,1690,交通不便普通
3790,闵行,合租,427.0,8.96,2330,交通便利普通
3791,闵行,合租,490.0,11.3,2160,交通便利普通
3792,闵行,合租,2204.0,10.5,2390,交通不便普通
3793,闵行,合租,571.0,14.99,3090,交通便利普通
3794,闵行,合租,964.0,13.09,2260,交通一般普通
3795,闵行,合租,138.0,11.22,2290,交通便利普通
3796,闵行,合租,669.0,9.42,2030,交通一般普通
3797,闵行,合租,274.0,8.9,1430,交通便利普通
3798,闵行,合租,1420.0,13.7,1730,交通不便普通
3799,闵行,合租,940.0,8.3,2070,交通一般普通
3800,闵行,合租,321.0,17.4,3490,交通便利普通
3801,闵行,合租,1091.0,10.0,1990,交通一般普通
3803,闵行,合租,922.0,9.8,1890,交通一般普通
3805,闵行,合租,1650.0,11.5,1430,交通不便普通
3806,闵行,合租,537.0,14.85,2930,交通便利普通
3808,闵行,合租,1906.0,15.0,2290,交通不便普通
3809,闵行,合租,938.0,6.5,1690,交通一般普通
3810,闵行,合租,841.0,12.06,1260,交通一般普通
3811,闵行,合租,537.0,13.09,3190,交通便利普通
3812,闵行,合租,2393.0,6.84,1090,交通不便普通
3814,闵行,合租,962.0,10.0,2090,交通一般普通
3815,闵行,合租,962.0,10.1,2090,交通一般普通
3816,闵行,合租,1073.0,15.7,2490,交通一般普通
3817,闵行,合租,1604.0,11.8,1690,交通不便普通
3818,闵行,合租,699.0,11.9,1630,交通一般普通
3820,闵行,合租,1434.0,10.8,2690,交通不便普通
3821,闵行,合租,321.0,14.9,3290,交通便利普通
3822,闵行,合租,475.0,8.6,1590,交通便利普通
3823,闵行,合租,490.0,18.7,3290,交通便利普通
3824,闵行,合租,860.0,8.5,2030,交通一般普通
3825,闵行,合租,1972.0,9.5,1790,交通不便普通
3826,闵行,合租,1001.0,8.6,1790,交通一般普通
3827,闵行,合租,342.0,13.3,2760,交通便利普通
3828,闵行,合租,1092.0,13.1,2160,交通一般普通
3829,闵行,合租,624.0,7.8,1760,交通一般普通
3830,闵行,合租,1218.0,11.57,2030,交通一般普通
3832,闵行,合租,962.0,9.75,2030,交通一般普通
3833,闵行,合租,817.0,13.2,1690,交通一般普通
3834,闵行,合租,703.0,8.47,2160,交通一般普通
3836,闵行,合租,1091.0,14.5,2490,交通一般普通
3838,闵行,合租,1845.0,12.96,1430,交通不便普通
3840,闵行,合租,1845.0,12.8,1490,交通不便普通
3841,闵行,合租,694.0,10.8,1590,交通一般普通
3842,闵行,合租,687.0,16.0,2960,交通便利普通
3843,闵行,合租,427.0,16.9,3560,交通便利普通
3844,闵行,合租,954.0,6.24,1990,交通一般普通
3845,闵行,合租,490.0,17.6,3190,交通便利普通
3847,闵行,合租,901.0,10.7,2230,交通一般普通
3848,闵行,合租,1847.0,13.38,1360,交通不便普通
3849,闵行,合租,1821.0,9.6,1430,交通不便普通
3850,闵行,合租,669.0,6.6,2090,交通一般普通
3852,闵行,合租,1026.0,12.1,1460,交通一般普通
3853,闵行,合租,1073.0,10.1,1890,交通一般普通
3854,闵行,合租,659.0,10.4,2360,交通一般普通
3855,闵行,合租,887.0,15.14,1330,交通一般普通
3856,闵行,合租,342.0,9.94,2660,交通便利普通
3858,闵行,合租,1778.0,10.1,1160,交通不便普通
3859,闵行,合租,678.0,14.37,3290,交通便利普通
3860,闵行,合租,1117.0,2.65,1490,交通一般普通
3862,闵行,合租,1847.0,8.9,1190,交通不便普通
3863,闵行,合租,817.0,11.7,2590,交通一般普通
3865,闵行,合租,533.0,15.67,2890,交通便利普通
3866,闵行,合租,954.0,6.74,2090,交通一般普通
3868,闵行,合租,1821.0,10.0,1090,交通不便普通
3870,闵行,合租,1935.0,13.9,1790,交通不便普通
3872,闵行,合租,1711.0,11.03,1890,交通不便普通
3873,闵行,合租,186.0,11.9,1760,交通便利普通
3875,闵行,合租,867.0,10.1,1530,交通一般普通
3876,闵行,合租,618.0,10.8,1390,交通一般普通
3877,闵行,合租,618.0,10.8,1390,交通一般普通
3878,闵行,合租,1778.0,8.3,1090,交通不便普通
3879,闵行,合租,620.0,15.92,3090,交通便利普通
3880,闵行,合租,699.0,12.0,1590,交通一般普通
3882,闵行,合租,892.0,0.0,1990,交通一般普通
3884,闵行,合租,681.0,9.4,1690,交通一般普通
3885,闵行,合租,1353.0,12.1,1530,交通不便普通
3886,闵行,合租,620.0,10.64,2290,交通便利普通
3887,闵行,合租,1457.0,10.4,1430,交通不便普通
3890,闵行,合租,892.0,15.3,2930,交通一般普通
3891,闵行,合租,810.0,10.1,1490,交通一般普通
3892,闵行,合租,1073.0,13.77,2830,交通一般普通
3893,闵行,合租,994.0,10.1,2490,交通一般普通
3896,闵行,合租,1438.0,11.31,2160,交通不便普通
3897,闵行,合租,1026.0,9.9,1330,交通一般普通
3898,闵行,合租,1847.0,11.92,1330,交通不便普通
3899,闵行,合租,371.0,11.0,1360,交通便利普通
3900,闵行,合租,1073.0,10.1,1960,交通一般普通
3901,闵行,合租,331.0,10.0,1230,交通便利普通
3903,闵行,合租,1559.0,7.9,990,交通不便普通
3904,闵行,合租,888.0,9.2,1490,交通一般普通
3905,闵行,合租,1821.0,7.7,1030,交通不便普通
3906,浦东,合租,675.0,21.4,2070,交通一般普通
3907,浦东,合租,905.0,22.1,1890,交通一般普通
3908,浦东,合租,231.0,11.0,1830,交通便利普通
3909,浦东,合租,878.0,20.2,1930,交通一般普通
3910,浦东,合租,311.0,22.3,2030,交通便利普通
3911,浦东,合租,936.0,19.8,1860,交通一般普通
3912,浦东,合租,792.0,14.7,1830,交通一般普通
3913,浦东,合租,288.0,11.4,1990,交通便利普通
3914,浦东,合租,776.0,13.0,1860,交通一般普通
3915,浦东,合租,288.0,10.7,1890,交通便利普通
3916,浦东,合租,861.0,15.9,1990,交通一般普通
3917,浦东,合租,674.0,14.38,2060,交通一般普通
3918,浦东,合租,357.0,10.21,1860,交通便利普通
3919,浦东,合租,916.0,14.5,1830,交通一般普通
3920,浦东,合租,394.0,10.2,1830,交通便利普通
3921,浦东,合租,298.0,17.1,2160,交通便利普通
3922,浦东,合租,412.0,50.0,2130,交通便利普通
3923,浦东,合租,760.0,17.1,2090,交通一般普通
3924,浦东,合租,1200.0,15.0,1890,交通一般普通
3925,浦东,合租,416.0,13.9,1890,交通便利普通
3926,浦东,合租,288.0,10.7,1890,交通便利普通
3927,浦东,合租,878.0,28.6,1790,交通一般普通
3928,浦东,合租,394.0,10.3,1890,交通便利普通
3929,浦东,合租,1028.0,13.5,1860,交通一般普通
3930,浦东,合租,550.0,10.0,1960,交通便利普通
3931,浦东,合租,388.0,9.6,2030,交通便利普通
3932,浦东,合租,199.0,8.6,1990,交通便利普通
3933,浦东,合租,288.0,18.1,2190,交通便利普通
3934,浦东,合租,452.0,13.7,2230,交通便利普通
3935,浦东,合租,718.0,11.0,1890,交通一般普通
3936,浦东,合租,220.0,12.7,2330,交通便利普通
3937,浦东,合租,185.0,16.4,2130,交通便利普通
3938,浦东,合租,334.0,10.0,1890,交通便利普通
3939,浦东,合租,367.0,12.0,1930,交通便利普通
3940,浦东,合租,1131.0,12.1,1890,交通一般普通
3941,浦东,合租,827.0,21.4,2030,交通一般普通
3942,浦东,合租,760.0,17.4,2030,交通一般普通
3943,浦东,合租,1134.0,13.9,1930,交通一般普通
3944,浦东,合租,367.0,11.6,1960,交通便利普通
3945,浦东,合租,1085.0,0.0,1960,交通一般普通
3946,浦东,合租,606.0,10.6,2060,交通便利普通
3947,浦东,合租,1037.0,14.5,1830,交通一般普通
3948,浦东,合租,185.0,14.8,2360,交通便利普通
3949,浦东,合租,452.0,12.0,1930,交通便利普通
3950,浦东,合租,1195.0,24.1,2230,交通一般普通
3951,浦东,合租,412.0,19.0,2030,交通便利普通
3952,浦东,合租,1388.0,13.5,1830,交通不便普通
3953,浦东,合租,494.0,14.6,1930,交通便利普通
3954,浦东,合租,377.0,12.7,2060,交通便利普通
3955,浦东,合租,1200.0,16.01,1830,交通一般普通
3956,浦东,合租,569.0,10.2,1860,交通便利普通
3957,浦东,合租,602.0,14.4,1890,交通便利普通
3958,浦东,合租,539.0,17.6,1930,交通便利普通
3959,浦东,合租,640.0,0.0,1860,交通一般普通
3960,浦东,合租,773.0,15.8,1960,交通一般普通
3961,浦东,合租,416.0,6.9,1860,交通便利普通
3962,浦东,合租,852.0,16.4,2060,交通一般普通
3963,浦东,合租,367.0,11.4,1990,交通便利普通
3964,浦东,合租,394.0,9.3,1890,交通便利普通
3965,浦东,合租,537.0,7.62,1890,交通便利普通
3966,浦东,合租,493.0,10.3,1960,交通便利普通
3967,浦东,合租,1195.0,15.8,2060,交通一般普通
3968,浦东,合租,606.0,14.8,2330,交通便利普通
3969,浦东,合租,628.0,20.0,1930,交通一般普通
3970,浦东,合租,1049.0,15.0,2190,交通一般普通
3971,浦东,合租,314.0,6.3,2490,交通便利普通
3972,浦东,合租,539.0,11.1,1890,交通便利普通
3973,浦东,合租,276.0,14.02,2530,交通便利普通
3974,浦东,合租,701.0,11.5,1830,交通一般普通
3975,浦东,合租,101.0,9.8,1960,交通便利普通
3976,浦东,合租,757.0,10.0,2130,交通一般普通
3977,浦东,合租,440.0,8.58,2030,交通便利普通
3978,浦东,合租,1388.0,14.4,1960,交通不便普通
3979,浦东,合租,636.0,11.8,1990,交通一般普通
3980,浦东,合租,509.0,10.9,1890,交通便利普通
3981,浦东,合租,1157.0,11.0,1930,交通一般普通
3982,浦东,合租,207.0,12.6,2030,交通便利普通
3983,浦东,合租,534.0,32.5,2560,交通便利普通
3984,浦东,合租,523.0,18.76,2330,交通便利普通
3985,浦东,合租,301.0,9.28,1890,交通便利普通
3986,浦东,合租,852.0,15.6,2330,交通一般普通
3987,浦东,合租,424.0,12.8,2130,交通便利普通
3988,浦东,合租,777.0,14.25,2030,交通一般普通
3989,浦东,合租,967.0,14.1,2260,交通一般普通
3990,浦东,合租,1602.0,13.4,1130,交通不便普通
3991,浦东,合租,712.0,15.0,2490,交通一般普通
3992,浦东,合租,955.0,15.2,1830,交通一般普通
3993,浦东,合租,974.0,17.0,1960,交通一般普通
3994,浦东,合租,955.0,15.2,1830,交通一般普通
3995,浦东,合租,955.0,15.2,1860,交通一般普通
3996,浦东,合租,1157.0,12.8,2030,交通一般普通
3997,浦东,合租,836.0,12.7,2290,交通一般普通
3998,浦东,合租,290.0,12.0,2560,交通便利普通
3999,浦东,合租,610.0,12.2,2060,交通便利普通
4000,浦东,合租,840.0,15.7,2060,交通一般普通
4001,浦东,合租,313.0,12.5,2290,交通便利普通
4002,浦东,合租,609.0,15.3,2590,交通便利普通
4003,浦东,合租,670.0,52.0,2590,高端房源
4004,浦东,合租,773.0,13.6,2030,交通一般普通
4005,浦东,合租,492.0,13.9,2290,交通便利普通
4006,浦东,合租,1231.0,11.5,1860,交通一般普通
4007,浦东,合租,852.0,15.4,1830,交通一般普通
4008,浦东,合租,452.0,12.2,2430,交通便利普通
4009,浦东,合租,435.0,15.8,2390,交通便利普通
4010,浦东,合租,911.0,8.9,2090,交通一般普通
4011,浦东,合租,1008.0,14.0,2290,交通一般普通
4012,浦东,合租,610.0,11.5,2030,交通便利普通
4013,浦东,合租,1664.0,19.7,1830,交通不便普通
4014,浦东,合租,637.0,11.5,1930,交通一般普通
4015,浦东,合租,1200.0,13.4,1830,交通一般普通
4016,浦东,合租,342.0,13.2,2390,交通便利普通
4017,浦东,合租,300.0,13.0,2390,交通便利普通
4018,浦东,合租,842.0,16.0,2130,交通一般普通
4019,浦东,合租,707.0,10.3,1960,交通一般普通
4020,浦东,合租,334.0,12.7,1890,交通便利普通
4021,浦东,合租,497.0,12.0,2290,交通便利普通
4022,浦东,合租,610.0,9.18,1590,交通一般普通
4023,浦东,合租,997.0,14.4,2390,交通一般普通
4024,浦东,合租,893.0,14.3,1660,交通一般普通
4025,浦东,合租,639.0,14.3,2490,交通便利普通
4026,浦东,合租,974.0,22.4,2190,交通一般普通
4027,浦东,合租,701.0,16.0,2330,交通一般普通
4028,浦东,合租,334.0,13.36,2190,交通便利普通
4029,浦东,合租,640.0,8.2,1990,交通一般普通
4030,浦东,合租,494.0,14.4,2290,交通便利普通
4031,浦东,合租,1390.0,16.0,1830,交通不便普通
4032,浦东,合租,1778.0,12.5,1890,交通不便普通
4033,浦东,合租,911.0,11.82,2390,交通一般普通
4034,浦东,合租,490.0,15.2,1630,交通便利普通
4035,浦东,合租,807.0,12.2,2390,交通一般普通
4036,浦东,合租,974.0,19.8,2090,交通一般普通
4037,浦东,合租,1195.0,14.4,2260,交通一般普通
4038,浦东,合租,911.0,14.07,2060,交通一般普通
4039,浦东,合租,786.0,11.6,2090,交通一般普通
4040,浦东,合租,568.0,13.2,2030,交通便利普通
4041,浦东,合租,974.0,19.1,2090,交通一般普通
4042,浦东,合租,974.0,16.7,2260,交通一般普通
4043,浦东,合租,288.0,9.2,1690,交通便利普通
4044,浦东,合租,1134.0,9.3,2130,交通一般普通
4045,浦东,合租,1388.0,13.2,1830,交通不便普通
4046,浦东,合租,435.0,12.7,1660,交通便利普通
4047,浦东,合租,796.0,13.7,2130,交通一般普通
4048,浦东,合租,569.0,20.0,2130,交通便利普通
4049,浦东,合租,807.0,14.4,2390,交通一般普通
4050,浦东,合租,1195.0,19.3,2060,交通一般普通
4051,浦东,合租,854.0,9.8,2190,交通一般普通
4052,浦东,合租,1200.0,13.5,1930,交通一般普通
4053,浦东,合租,752.0,11.0,1860,交通一般普通
4054,浦东,合租,1141.0,13.9,2290,交通一般普通
4055,浦东,合租,412.0,15.0,2230,交通便利普通
4056,浦东,合租,955.0,11.7,1690,交通一般普通
4057,浦东,合租,1134.0,11.2,1930,交通一般普通
4058,浦东,合租,1144.0,14.8,1890,交通一般普通
4059,浦东,合租,773.0,12.0,2190,交通一般普通
4060,浦东,合租,1157.0,9.1,1830,交通一般普通
4061,浦东,合租,487.0,11.87,1890,交通便利普通
4062,浦东,合租,569.0,16.5,2330,交通便利普通
4063,浦东,合租,246.0,11.9,2430,交通便利普通
4064,浦东,合租,320.0,6.2,2190,交通便利普通
4065,浦东,合租,637.0,11.4,1930,交通一般普通
4067,浦东,合租,336.0,7.54,1530,交通便利普通
4068,浦东,合租,490.0,13.2,1630,交通便利普通
4069,浦东,合租,993.0,16.1,2490,交通一般普通
4070,浦东,合租,370.0,10.0,2360,交通便利普通
4071,浦东,合租,937.0,14.55,2360,交通一般普通
4072,浦东,合租,636.0,10.9,1760,交通一般普通
4073,浦东,合租,670.0,17.9,2390,交通便利普通
4074,浦东,合租,1429.0,13.5,1860,交通不便普通
4075,浦东,合租,394.0,11.1,1930,交通便利普通
4076,浦东,合租,63.0,9.8,1930,交通便利普通
4077,浦东,合租,274.0,13.59,2460,交通便利普通
4078,浦东,合租,879.0,11.58,1960,交通一般普通
4079,浦东,合租,668.0,8.1,1960,交通一般普通
4080,浦东,合租,220.0,9.1,2060,交通便利普通
4081,浦东,合租,993.0,13.2,2430,交通一般普通
4082,浦东,合租,636.0,10.9,1930,交通一般普通
4083,浦东,合租,879.0,16.0,1890,交通一般普通
4084,浦东,合租,378.0,13.8,2690,交通便利普通
4086,浦东,合租,640.0,0.0,2060,交通一般普通
4087,浦东,合租,610.0,13.29,1560,交通一般普通
4088,浦东,合租,85.0,16.9,2690,交通便利普通
4089,浦东,合租,1340.0,8.3,1160,交通不便普通
4090,浦东,合租,854.0,12.8,2130,交通一般普通
4091,浦东,合租,856.0,12.0,1790,交通一般普通
4092,浦东,合租,777.0,13.86,2130,交通一般普通
4093,浦东,合租,852.0,15.3,1960,交通一般普通
4094,浦东,合租,288.0,11.9,1990,交通便利普通
4095,浦东,合租,336.0,12.8,2160,交通便利普通
4096,浦东,合租,435.0,17.4,2530,交通便利普通
4097,浦东,合租,395.0,8.24,1590,交通便利普通
4098,浦东,合租,439.0,13.8,2290,交通便利普通
4099,浦东,合租,429.0,13.9,2190,交通便利普通
4100,浦东,合租,639.0,13.6,2330,交通便利普通
4101,浦东,合租,752.0,13.0,1930,交通一般普通
4102,浦东,合租,347.0,12.7,1990,交通便利普通
4103,浦东,合租,347.0,0.0,2190,交通便利普通
4104,浦东,合租,336.0,10.3,1890,交通便利普通
4105,浦东,合租,333.0,11.6,2390,交通便利普通
4106,浦东,合租,1049.0,12.29,2030,交通一般普通
4107,浦东,合租,232.0,11.0,2590,交通便利普通
4108,浦东,合租,752.0,10.7,2090,交通一般普通
4109,浦东,合租,851.0,14.3,2030,交通一般普通
4110,浦东,合租,796.0,12.2,2230,交通一般普通
4111,浦东,合租,253.0,16.5,2560,交通便利普通
4112,浦东,合租,1084.0,12.0,1990,交通一般普通
4113,浦东,合租,534.0,0.0,2430,交通便利普通
4114,浦东,合租,1134.0,11.6,1960,交通一般普通
4115,浦东,合租,827.0,16.4,1730,交通一般普通
4116,浦东,合租,1022.0,9.5,2160,交通一般普通
4117,浦东,合租,484.0,11.9,1630,交通便利普通
4118,浦东,合租,503.0,20.4,2590,交通便利普通
4119,浦东,合租,1073.0,20.0,2590,交通一般普通
4120,浦东,合租,1046.0,9.51,2030,交通一般普通
4121,浦东,合租,206.0,12.9,2090,交通便利普通
4122,浦东,合租,416.0,15.3,2060,交通便利普通
4123,浦东,合租,1077.0,12.7,1090,交通一般普通
4124,浦东,合租,394.0,17.3,2590,交通便利普通
4125,浦东,合租,199.0,0.0,2090,交通便利普通
4126,浦东,合租,394.0,0.0,1790,交通便利普通
4127,浦东,合租,1231.0,12.8,1930,交通一般普通
4128,浦东,合租,859.0,18.1,1790,交通一般普通
4129,浦东,合租,529.0,13.1,2360,交通便利普通
4130,浦东,合租,508.0,14.0,1990,交通便利普通
4131,浦东,合租,336.0,9.09,1530,交通便利普通
4132,浦东,合租,1058.0,16.8,2030,交通一般普通
4133,浦东,合租,288.0,15.1,2590,交通便利普通
4134,浦东,合租,231.0,9.8,1490,交通便利普通
4135,浦东,合租,399.0,19.5,2590,交通便利普通
4136,浦东,合租,606.0,7.7,2160,交通便利普通
4137,浦东,合租,220.0,7.8,1630,交通便利普通
4138,浦东,合租,958.0,21.7,2360,交通一般普通
4139,浦东,合租,424.0,10.5,1890,交通便利普通
4140,浦东,合租,978.0,9.3,2160,交通一般普通
4141,浦东,合租,441.0,13.3,2490,交通便利普通
4142,浦东,合租,333.0,12.3,2390,交通便利普通
4143,浦东,合租,909.0,15.7,1890,交通一般普通
4144,浦东,合租,1172.0,12.1,2060,交通一般普通
4145,浦东,合租,130.0,14.0,2290,交通便利普通
4146,浦东,合租,786.0,11.5,2060,交通一般普通
4147,浦东,合租,856.0,20.4,2090,交通一般普通
4148,浦东,合租,276.0,11.0,1990,交通便利普通
4149,浦东,合租,836.0,11.5,2430,交通一般普通
4150,浦东,合租,606.0,10.6,1690,交通一般普通
4151,浦东,合租,231.0,12.0,2460,交通便利普通
4152,浦东,合租,958.0,18.8,2260,交通一般普通
4153,浦东,合租,1008.0,12.7,2260,交通一般普通
4154,浦东,合租,202.0,13.0,2060,交通便利普通
4155,浦东,合租,878.0,13.0,1590,交通一般普通
4156,浦东,合租,1200.0,13.5,2090,交通一般普通
4157,浦东,合租,63.0,21.5,2590,交通便利普通
4158,浦东,合租,1144.0,14.8,1960,交通一般普通
4159,浦东,合租,1144.0,14.8,1960,交通一般普通
4160,浦东,合租,1144.0,14.8,1930,交通一般普通
4161,浦东,合租,1150.0,11.0,1790,交通一般普通
4162,浦东,合租,320.0,12.0,2790,交通便利普通
4163,浦东,合租,1141.0,16.5,2160,交通一般普通
4164,浦东,合租,416.0,14.0,1830,交通便利普通
4165,浦东,合租,202.0,8.1,1990,交通便利普通
4166,浦东,合租,954.0,9.8,1890,交通一般普通
4167,浦东,合租,218.0,11.9,2590,交通便利普通
4168,浦东,合租,892.0,17.9,2630,交通一般普通
4169,浦东,合租,388.0,11.4,2290,交通便利普通
4170,浦东,合租,452.0,5.13,2290,交通便利普通
4171,浦东,合租,439.0,13.1,2090,交通便利普通
4172,浦东,合租,1008.0,18.0,2430,交通一般普通
4173,浦东,合租,601.0,9.6,1890,交通便利普通
4174,浦东,合租,1141.0,13.9,2190,交通一般普通
4175,浦东,合租,937.0,10.9,2190,交通一般普通
4176,浦东,合租,728.0,15.7,2730,交通一般普通
4177,浦东,合租,416.0,10.1,1790,交通便利普通
4178,浦东,合租,879.0,12.0,1890,交通一般普通
4179,浦东,合租,440.0,8.2,1930,交通便利普通
4180,浦东,合租,955.0,15.1,2160,交通一般普通
4181,浦东,合租,955.0,15.1,2160,交通一般普通
4182,浦东,合租,955.0,15.1,2190,交通一般普通
4183,浦东,合租,974.0,11.5,1590,交通一般普通
4184,浦东,合租,974.0,11.7,1590,交通一般普通
4185,浦东,合租,905.0,11.3,1590,交通一般普通
4186,浦东,合租,1749.0,22.9,2090,交通不便普通
4187,浦东,合租,87.0,14.1,2890,交通便利普通
4188,浦东,合租,440.0,10.44,2030,交通便利普通
4189,浦东,合租,878.0,12.0,1530,交通一般普通
4190,浦东,合租,509.0,14.3,2060,交通便利普通
4191,浦东,合租,508.0,11.2,2260,交通便利普通
4192,浦东,合租,388.0,11.5,2090,交通便利普通
4193,浦东,合租,596.0,14.42,2730,交通便利普通
4194,浦东,合租,727.0,10.0,1890,交通一般普通
4195,浦东,合租,878.0,9.5,1830,交通一般普通
4196,浦东,合租,410.0,8.3,1860,交通便利普通
4197,浦东,合租,452.0,8.16,1890,交通便利普通
4198,浦东,合租,836.0,11.1,1990,交通一般普通
4199,浦东,合租,388.0,10.0,2330,交通便利普通
4200,浦东,合租,777.0,16.2,2360,交通一般普通
4202,浦东,合租,1008.0,13.1,2290,交通一般普通
4203,浦东,合租,1431.0,12.3,2060,交通不便普通
4204,浦东,合租,370.0,13.8,2830,交通便利普通
4205,浦东,合租,405.0,13.8,2590,交通便利普通
4206,浦东,合租,333.0,8.7,2090,交通便利普通
4207,浦东,合租,639.0,23.0,2690,交通便利普通
4208,浦东,合租,446.0,12.9,2090,交通便利普通
4209,浦东,合租,598.0,6.2,1960,交通便利普通
4210,浦东,合租,606.0,0.0,2330,交通便利普通
4211,浦东,合租,1141.0,13.8,1860,交通一般普通
4212,浦东,合租,277.0,12.1,1630,交通便利普通
4213,浦东,合租,674.0,12.1,2190,交通一般普通
